lambda-Wert runID Kunden |mittlere Wartezeit| |mittlere Warteschlangenlänge|
0.5 1 0 1.47759183673 0.030796140204383465
0.5 2 0 1.3898 0.022021734328699052
0.5 3 0 1.37515283843 0.016145943813841657
0.5 4 0 1.40125 0.01630036794528487
0.5 5 0 1.69794238683 0.030761011922293222
0.5 6 0 1.41129166667 0.021079238979836552
0.5 7 0 1.4625095057 0.03447946206115887
0.5 8 0 1.51901639344 0.025640772162402424
0.5 9 0 1.44762931034 0.013800066540927438
0.5 10 0 1.37169642857 0.013008676689685743
1.0 1 0 1.88951476793 0.02515409223624556
1.0 2 0 1.9593373494 0.03550512949983438
1.0 3 0 2.11155021834 0.028991682365141592
1.0 4 0 1.97407657657 0.032958419762620456
1.0 5 0 1.83997849462 0.022381648428823602
1.0 6 0 2.04133757962 0.02853284155170056
1.0 7 0 2.05462365591 0.02861312741521407
1.0 8 0 1.95805273833 0.03827338598173991
1.0 9 0 2.01637894737 0.033673413228523456
1.0 10 0 2.05164328657 0.041175899671134164
